participant_id,latitude,longitude,time,act_speed
1,479005.286292,4977471.610810,1756.000000,13.428735
1,479047.322728,4977468.917980,1762.000000,13.077115
1,479088.342792,4977469.005940,1768.000000,14.309566
1,479133.228499,4977469.192640,1774.000000,14.011899
1,479177.170133,4977470.160330,1780.000000,14.360165
1,479222.213952,4977470.458230,1786.000000,13.731500
1,479265.282803,4977469.874140,1792.000000,12.869139
1,479316.773140,4977463.375470,1800.000000,14.963702
1,479363.710196,4977463.668240,1806.000000,14.648561
1,479409.626409,4977465.408770,1812.000000,14.169700
1,479454.032039,4977463.488600,1818.000000,14.119445
1,479498.291318,4977465.124010,1824.000000,14.623431
1,479544.128595,4977466.865770,1830.000000,13.658283
1,479586.965088,4977467.617640,1836.000000,13.415898
1,479629.004247,4977465.706230,1842.000000,14.312748
1,479673.885701,4977464.563690,1848.000000,14.094318
1,479718.054754,4977462.646100,1854.000000,13.627643
1,479760.235930,4977455.736170,1860.000000,13.709373
1,479803.230581,4977456.600080,1866.000000,13.353759
1,479845.118400,4977456.690150,1872.000000,13.102282
1,479886.217382,4977456.782970,1878.000000,13.710245
1,479929.212352,4977457.758810,1884.000000,13.429763
1,479971.334720,4977457.182450,1890.000000,13.077133
1,480012.354808,4977457.276330,1896.000000,12.775361
1,480052.428292,4977457.373420,1902.000000,13.117692
1,480093.520345,4977455.245850,1908.000000,14.037063
1,480137.540770,4977456.219900,1914.000000,14.108410
1,480181.793356,4977455.749390,1920.000000,14.309897
1,480226.679418,4977456.054850,1926.000000,13.429765
1,480268.801812,4977455.480440,1932.000000,13.711214
1,480311.789537,4977454.126040,1938.000000,13.704883
1,480354.709993,4977456.549100,1944.000000,13.754123
1,480397.636201,4977460.860920,1950.000000,13.919470
1,480440.262440,4977470.283970,1956.000000,13.806980
1,480482.026938,4977481.709500,1962.000000,13.829077
1,480522.463128,4977497.360660,1968.000000,13.881090
1,480561.882080,4977515.792360,1974.000000,13.755515
1,480600.200493,4977535.560690,1980.000000,14.306092
1,480647.001073,4977569.189500,1988.000000,14.112961
1,480682.184763,4977595.966310,1994.000000,13.063945
1,480722.909606,4977629.280760,2002.000000,12.398593
1,480772.849482,4977631.796560,2010.000000,10.707899
1,480815.992204,4977629.889630,2018.000000,10.413635
1,480857.962036,4977631.430220,2026.000000,9.936924
1,480898.032061,4977630.755000,2034.000000,10.934031
1,480942.128017,4977631.067830,2042.000000,2.931701
1,480988.044509,4977633.486210,2076.000000,7.055716
1,481028.841264,4977638.475110,2088.000000,10.987470
1,481009.538005,4977699.297180,2100.000000,13.009204
1,480990.751624,4977748.120340,2108.000000,13.307469
1,480970.427605,4977810.278620,2118.000000,11.812787
1,480968.312643,4977868.272540,2128.000000,13.231104
1,480948.503327,4977917.654330,2136.000000,15.491314
1,480920.430778,4977973.281720,2144.000000,14.417814
1,480898.347353,4978026.891780,2152.000000,12.955573
1,480875.098106,4978086.170860,2162.000000,13.217871
1,480849.800209,4978146.011620,2172.000000,13.784864
1,480825.972094,4978196.072370,2180.000000,14.526390
1,480801.048459,4978248.913700,2188.000000,15.055885
1,480773.999676,4978303.094560,2196.000000,14.526345
1,480749.076895,4978355.936100,2204.000000,14.315613
1,480723.124844,4978407.336710,2212.000000,13.784759
1,480699.298709,4978457.397970,2220.000000,14.435494
1,480675.244731,4978510.237190,2228.000000,14.620793
1,480649.219072,4978562.971390,2236.000000,14.084642
1,480625.398144,4978614.365980,2244.000000,14.460571
1,480601.345714,4978667.316580,2252.000000,14.898789
1,480574.377262,4978720.831580,2260.000000,14.297804
1,480548.585853,4978772.232460,2268.000000,14.259661
1,480524.531956,4978824.294680,2276.000000,14.472260
1,480498.506806,4978876.363010,2284.000000,14.268301
1,480474.611785,4978928.536030,2292.000000,14.607077
1,480454.432964,4978983.697160,2300.000000,15.201404
1,480435.288563,4979041.743470,2308.000000,14.912123
1,480415.193393,4979098.237530,2316.000000,14.844064
1,480387.200746,4979150.978900,2324.000000,14.757223
1,480351.463713,4979198.411990,2332.000000,14.064717
1,480319.905498,4979245.388060,2340.000000,14.376866
1,480294.751223,4979297.454600,2348.000000,14.534312
1,480269.757480,4979350.298350,2356.000000,10.485751
1,480270.576216,4979411.171910,2368.000000,11.834758
1,480300.420854,4979448.294290,2376.000000,6.259367
1,480338.204908,4979477.282970,2392.000000,11.027341
1,480383.377671,4979447.150510,2402.000000,12.082836
1,480425.413494,4979422.582360,2410.000000,12.096802
1,480467.449300,4979397.903410,2418.000000,13.158152
1,480520.434421,4979394.964560,2426.000000,13.374834
1,480562.388367,4979395.059050,2432.000000,13.076871
1,480603.398354,4979395.934290,2438.000000,13.405484
1,480645.426777,4979394.584960,2444.000000,12.437178
1,480695.583451,4979395.099840,2452.000000,10.696376
1,480738.718272,4979394.525400,2460.000000,8.566458
1,480756.783554,4979449.015060,2474.000000,9.739444
1,480756.401737,4979505.559860,2486.000000,9.843032
1,480754.207881,4979562.665560,2498.000000,12.960465
1,480752.901226,4979626.322760,2508.000000,11.068281
1,480792.078550,4979647.644870,2516.000000,6.566111
1,480827.092562,4979674.423000,2530.000000,9.295279
1,480845.303047,4979725.246600,2542.000000,11.644864
1,480877.696480,4979772.473000,2552.000000,13.380851
1,480885.304150,4979837.769850,2562.000000,13.641004
1,480869.374838,4979890.250930,2570.000000,10.668410
1,480887.057993,4979949.630000,2582.000000,13.107146
1,480938.739952,4979960.695550,2590.000000,12.944646
1,480978.428562,4979969.242170,2596.000000,13.397235
1,481030.981861,4979981.750010,2604.000000,13.235819
1,481082.669879,4979995.038450,2612.000000,13.169258
1,481134.276534,4980007.549940,2620.000000,13.150250
1,481185.804132,4980020.062080,2628.000000,13.014823
1,481236.389546,4980034.021540,2636.000000,12.746394
1,481284.776654,4980051.320460,2644.000000,12.339867
1,481333.458465,4980061.620360,2652.000000,11.460523
1,481379.668550,4980062.596460,2660.000000,9.418039
1,481413.509273,4980094.269070,2670.000000,10.572311
1,481419.600690,4980155.349630,2682.000000,8.695734
1,481457.153109,4980189.233440,2694.000000,12.160834
1,481506.197301,4980188.980260,2702.000000,12.927550
1,481558.320799,4980190.162720,2710.000000,12.416934
1,481608.387791,4980189.129760,2718.000000,11.693462
1,481655.317069,4980193.771670,2726.000000,7.154159
2,482844.107281,4975504.700120,5890.000000,6.577487
2,482880.370113,4975462.167880,5908.000000,7.088558
2,482848.449570,4975505.577180,5924.000000,13.308001
2,482812.416163,4975545.220740,5932.000000,3.633010
2,482843.252400,4975509.590230,5960.000000,2.208602
2,482876.910941,4975466.953860,6014.000000,5.087898
2,482908.569896,4975502.750290,6034.000000,10.145572
2,482910.541950,4975561.621040,6046.000000,10.160751
2,482914.407716,4975620.486730,6058.000000,8.351071
2,482917.318548,4975676.355640,6072.000000,11.370378
2,482914.232285,4975732.129470,6082.000000,10.622936
2,482916.053838,4975793.777810,6094.000000,11.645481
2,482915.969827,4975850.987770,6104.000000,12.243364
2,482913.684263,4975911.091870,6114.000000,11.939515
2,482913.525236,4975969.746170,6124.000000,11.397769
2,482914.463712,4976025.731460,6134.000000,9.818821
2,482915.980573,4976091.490860,6148.000000,11.696402
2,482917.948567,4976148.917540,6158.000000,11.668093
2,482917.864865,4976206.238610,6168.000000,8.996015
2,482920.629207,4976266.440350,6182.000000,10.351399
2,482920.474006,4976326.538800,6194.000000,11.575932
2,482920.968958,4976393.745090,6206.000000,10.018074
2,482923.885364,4976451.835790,6218.000000,8.857533
2,482922.623545,4976511.159610,6232.000000,11.512556
2,482921.512131,4976567.705850,6242.000000,11.962127
2,482921.353394,4976626.471290,6252.000000,11.939514
2,482921.194367,4976685.125660,6262.000000,12.650061
2,482918.914453,4976747.229390,6272.000000,11.346404
2,482919.484758,4976813.102470,6284.000000,11.104900
2,482922.023464,4976877.526180,6296.000000,11.806804
2,482920.837109,4976935.516790,6306.000000,11.967136
2,482922.729530,4976994.276800,6316.000000,10.963941
2,482923.451641,4977057.927760,6328.000000,11.087342
2,482921.020022,4977122.253670,6340.000000,11.468202
2,482923.564248,4977188.788050,6352.000000,5.048695
2,482923.095644,4977249.665040,6378.000000,10.963832
2,482922.792236,4977313.318770,6390.000000,10.966876
2,482924.539832,4977376.967030,6402.000000,10.370957
2,482925.331604,4977437.174140,6414.000000,11.079003
2,482924.793329,4977501.495040,6426.000000,11.193658
2,482924.335730,4977566.482250,6438.000000,11.374134
2,482924.248237,4977622.359330,6448.000000,10.125722
2,482897.777796,4977664.532090,6458.000000,10.085614
2,482868.383186,4977704.491050,6468.000000,8.046409
2,482843.664304,4977752.435880,6482.000000,9.190815
2,482831.442089,4977812.789030,6496.000000,11.430000
2,482819.864561,4977878.139400,6508.000000,11.545147
2,482822.698561,4977934.786280,6518.000000,11.668093
2,482822.615865,4977992.107530,6528.000000,7.168449
2,482792.844104,4978037.733330,6544.000000,10.949657
2,482748.758906,4978040.296000,6552.000000,10.913518
2,482704.746910,4978040.748120,6560.000000,11.676247
2,482657.658750,4978041.208880,6568.000000,8.791792
3,479619.658822,4974059.025270,6574.000000,13.467003
2,482614.443074,4978044.436640,6578.000000,8.374027
3,479577.437654,4974060.381730,6580.000000,14.275620
3,479533.181840,4974067.188230,6586.000000,14.681493
2,482574.958523,4978056.430430,6588.000000,10.680398
3,479487.162366,4974065.446990,6592.000000,14.673367
3,479441.145361,4974064.483680,6598.000000,15.021932
2,482580.648053,4978118.179470,6600.000000,10.715103
3,479394.325148,4974059.190900,6604.000000,14.363266
3,479349.345573,4974061.779690,6610.000000,15.001715
2,482581.290724,4978180.386600,6612.000000,8.985268
3,479302.394694,4974064.930610,6616.000000,15.765208
3,479253.403319,4974071.643260,6622.000000,16.569124
2,482578.062828,4978240.493630,6626.000000,10.200074
3,479202.289723,4974081.029270,6628.000000,15.960007
2,482536.974789,4978242.494170,6634.000000,10.658938
3,479152.256273,4974082.747170,6634.000000,13.511097
3,479110.095785,4974078.441070,6640.000000,4.312595
2,482493.989550,4978242.944950,6642.000000,10.682498
2,482450.927880,4978244.284920,6650.000000,10.426896
2,482408.885472,4978243.400630,6658.000000,10.385404
3,479069.531896,4974079.684390,6660.000000,11.806511
2,482367.004781,4978243.960310,6666.000000,7.777104
3,479065.730404,4974148.126380,6672.000000,16.033543
2,482338.256967,4978287.474780,6680.000000,10.741611
3,479067.361646,4974212.551490,6680.000000,18.100398
3,479065.336634,4974269.101380,6686.000000,19.215939
2,482340.795236,4978349.787780,6692.000000,10.259530
3,479062.296934,4974329.098300,6692.000000,17.053614
3,479061.652906,4974397.641080,6700.000000,15.339351
2,482342.615948,4978409.325580,6704.000000,9.739021
3,479062.406945,4974459.291910,6708.000000,16.189785
2,482342.614319,4978465.869060,6716.000000,10.548218
3,479070.036791,4974523.919610,6716.000000,16.260103
3,479074.669389,4974589.112560,6724.000000,18.561994
2,482348.382486,4978526.840110,6728.000000,10.231305
3,479072.649183,4974647.106600,6730.000000,15.980198
2,482319.787990,4978568.243610,6738.000000,10.447714
3,479071.122858,4974711.319910,6738.000000,12.764597
2,482280.523753,4978601.456330,6748.000000,9.730639
3,479075.904449,4974773.846300,6748.000000,8.874399
2,482246.229278,4978634.877670,6758.000000,10.239231
3,479077.598071,4974833.272350,6762.000000,5.382727
2,482209.018575,4978668.862750,6768.000000,10.951721
2,482169.607707,4978705.631370,6778.000000,9.428740
3,479077.478798,4974893.370850,6786.000000,11.592182
2,482126.832696,4978723.746950,6788.000000,8.454577
3,479082.241335,4974950.120800,6796.000000,14.012453
2,482116.441498,4978787.095850,6804.000000,5.899049
3,479085.701451,4975018.872420,6806.000000,15.681081
3,479081.487732,4975081.761490,6814.000000,16.677837
2,482149.119923,4978825.107540,6822.000000,9.882737
3,479079.102508,4975148.754830,6822.000000,17.605884
3,479078.623552,4975219.518900,6830.000000,16.361743
2,482193.704229,4978805.542930,6832.000000,7.742489
3,479079.311930,4975285.280250,6838.000000,18.531957
2,482238.164398,4978797.976420,6844.000000,9.361433
3,479082.553716,4975359.698060,6846.000000,21.033708
3,479079.059538,4975425.362000,6852.000000,19.229095
2,482284.154532,4978801.736910,6854.000000,9.700517
3,479080.676289,4975485.454890,6858.000000,18.120519
2,482315.721609,4978837.530770,6864.000000,9.927261
3,479077.389159,4975542.009020,6864.000000,17.939052
3,479078.808400,4975614.099980,6872.000000,3.631495
2,482351.540039,4978870.758050,6874.000000,9.064433
2,482385.532257,4978899.658150,6884.000000,9.731129
2,482422.603881,4978929.994100,6894.000000,10.471538
2,482461.341369,4978963.991580,6904.000000,11.240109
3,479072.838213,4975670.551810,6906.000000,5.965114
2,482496.278664,4978992.778590,6912.000000,12.150733
2,482532.803243,4979025.338420,6920.000000,5.412718
3,479075.896331,4975737.083070,6930.000000,14.786315
3,479076.485131,4975796.512820,6938.000000,16.398112
2,482542.574177,4979080.077860,6942.000000,12.069256
3,479078.909761,4975862.379640,6946.000000,16.557049
2,482502.507822,4979107.625980,6950.000000,9.378304
3,479080.231892,4975928.916590,6954.000000,16.554795
2,482464.488585,4979133.835700,6960.000000,10.567883
3,479080.528284,4975995.456900,6962.000000,17.057687
2,482424.359308,4979166.938860,6970.000000,11.489341
3,479079.016497,4976064.002700,6970.000000,16.886534
3,479079.475066,4976131.875550,6978.000000,15.836514
2,482390.731080,4979212.355090,6980.000000,9.355464
3,479079.288641,4976195.529190,6986.000000,15.646713
2,482358.488197,4979245.214790,6990.000000,8.458070
3,479078.074007,4976258.408590,6994.000000,15.148929
2,482324.360047,4979280.634880,7002.000000,10.287817
3,479076.931763,4976319.288180,7002.000000,14.768516
3,479074.916596,4976378.615420,7010.000000,15.477717
2,482288.972662,4979316.836260,7012.000000,11.658859
3,479075.751174,4976440.821610,7018.000000,15.145897
2,482250.369690,4979359.267660,7022.000000,12.587614
3,479075.397955,4976501.698650,7026.000000,15.145732
2,482214.904302,4979395.469670,7030.000000,6.594976
3,479076.070376,4976562.572330,7034.000000,15.122209
3,479074.770083,4976623.341390,7042.000000,15.118096
2,482196.993037,4979448.508290,7048.000000,8.704243
3,479074.495430,4976684.107100,7050.000000,15.118096
3,479074.220787,4976744.872810,7058.000000,15.339350
2,482205.906832,4979506.137930,7062.000000,10.037175
3,479073.870170,4976806.527480,7066.000000,15.477235
2,482208.828854,4979564.339690,7074.000000,9.587231
3,479074.468072,4976868.734490,7074.000000,15.477235
3,479074.277068,4976930.944080,7082.000000,15.840572
2,482207.509263,4979628.551990,7088.000000,5.726349
3,479072.986348,4976994.601420,7090.000000,14.430538
3,479071.834905,4977052.592840,7098.000000,16.002335
2,482170.139134,4979659.760630,7106.000000,8.721123
3,479072.439731,4977116.910520,7106.000000,16.366477
3,479070.998216,4977182.679030,7114.000000,16.693704
2,482127.159707,4979658.880860,7116.000000,6.025478
3,479070.586616,4977249.777220,7122.000000,16.391947
2,482086.956420,4979663.770150,7130.000000,2.616390
